restaurant ID,name,street,restaurant ZIP,,Month 1,Month 2
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,# Commissionable Orders,225,282
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,Avg Basket Size €,19.79,21.88
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,# Negative Comments,0,1
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,# Positive Comments,1,1
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,% Kill Rate,4.00%,4.80%
6,Pizzeria Ristorante Ciao,"Barmherzigengasse, 9",1030,Avg Time to Accept (s),19,16
45,China Restaurant Tien Du,"Prager Straße, 10",1210,# Commissionable Orders,726,"1,190"
45,China Restaurant Tien Du,"Prager Straße, 10",1210,Avg Basket Size €,22.07,21.31
45,China Restaurant Tien Du,"Prager Straße, 10",1210,# Negative Comments,6,12
45,China Restaurant Tien Du,"Prager Straße, 10",1210,# Positive Comments,1,1
45,China Restaurant Tien Du,"Prager Straße, 10",1210,% Kill Rate,4.50%,4.10%
45,China Restaurant Tien Du,"Prager Straße, 10",1210,Avg Time to Accept (s),12,14
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,# Commissionable Orders,324,901
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,Avg Basket Size €,24.57,23.98
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,# Negative Comments,2,5
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,# Positive Comments,1,1
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,% Kill Rate,3.60%,3.90%
51,Pizzeria Casa Mama,"Floridsdorfer Hauptstraße, 31",1210,Avg Time to Accept (s),14,11
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,# Commissionable Orders,888,"1,015"
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,Avg Basket Size €,30.68,30.51
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,# Negative Comments,6,7
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,# Positive Comments,1,1
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,% Kill Rate,4.40%,3.80%
52,Restaurant Wasabi,"Donaufelder Straße, 37",1210,Avg Time to Accept (s),17,16
55,Pizza Picasso,"Gebhardtgasse, 2",1190,# Commissionable Orders,251,310
55,Pizza Picasso,"Gebhardtgasse, 2",1190,Avg Basket Size €,17.63,19.76
55,Pizza Picasso,"Gebhardtgasse, 2",1190,# Negative Comments,0,2
55,Pizza Picasso,"Gebhardtgasse, 2",1190,# Positive Comments,1,1
55,Pizza Picasso,"Gebhardtgasse, 2",1190,% Kill Rate,2.70%,2.40%
55,Pizza Picasso,"Gebhardtgasse, 2",1190,Avg Time to Accept (s),13,12
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,# Commissionable Orders,908,"1,132"
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,Avg Basket Size €,18.53,19.72
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,# Negative Comments,5,7
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,# Positive Comments,1,1
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,% Kill Rate,4.60%,4.20%
59,Pizzeria Tanti Saluti,"Rainergasse, 31",1040,Avg Time to Accept (s),17,17
65,Pizzakeller,"Bellegardegasse, 2",1220,# Commissionable Orders,767,890
65,Pizzakeller,"Bellegardegasse, 2",1220,Avg Basket Size €,24.67,25.19
65,Pizzakeller,"Bellegardegasse, 2",1220,# Negative Comments,9,14
65,Pizzakeller,"Bellegardegasse, 2",1220,# Positive Comments,1,1
65,Pizzakeller,"Bellegardegasse, 2",1220,% Kill Rate,6.00%,5.70%
65,Pizzakeller,"Bellegardegasse, 2",1220,Avg Time to Accept (s),,
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,# Commissionable Orders,577,838
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,Avg Basket Size €,17.65,17.49
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,# Negative Comments,2,1
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,# Positive Comments,1,1
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,% Kill Rate,4.80%,4.30%
67,Pizzeria Ristorante Maradona,"Schrotzbergstraße, 1",1020,Avg Time to Accept (s),20,17
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,# Commissionable Orders,412,431
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,Avg Basket Size €,14.8,15.25
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,# Negative Comments,5,2
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,# Positive Comments,1,1
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,% Kill Rate,5.70%,4.90%
69,Pizzeria Donna Diana,"Johnstraße, 34 - 36",1140,Avg Time to Accept (s),12,12
71,NOLA The Italian,"Josefstädter Straße, 16",1080,# Commissionable Orders,0,0
71,NOLA The Italian,"Josefstädter Straße, 16",1080,Avg Basket Size €,,
71,NOLA The Italian,"Josefstädter Straße, 16",1080,# Negative Comments,0,0
71,NOLA The Italian,"Josefstädter Straße, 16",1080,# Positive Comments,0,0
71,NOLA The Italian,"Josefstädter Straße, 16",1080,% Kill Rate,4.60%,7.70%
71,NOLA The Italian,"Josefstädter Straße, 16",1080,Avg Time to Accept (s),,
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,# Commissionable Orders,339,79
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,Avg Basket Size €,28.74,30.44
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,# Negative Comments,0,1
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,# Positive Comments,1,1
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,% Kill Rate,5.60%,5.50%
81,Lee's Wok,"Breitenfurter Straße, 201/60",1230,Avg Time to Accept (s),16,15
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,# Commissionable Orders,369,405
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,Avg Basket Size €,24.4,24.93
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,# Negative Comments,0,2
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,# Positive Comments,1,1
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,% Kill Rate,5.10%,5.60%
82,Pizzeria Ristorante Piero,"Breitenfurter Straße, 332",1230,Avg Time to Accept (s),10,9
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,# Commissionable Orders,265,227
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,Avg Basket Size €,15.05,13.95
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,# Negative Comments,3,5
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,# Positive Comments,1,1
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,% Kill Rate,4.00%,4.70%
87,Schnitzelmeister,"Klosterneuburger Straße, 51",1200,Avg Time to Accept (s),28,33
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,# Commissionable Orders,889,"1,000"
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,Avg Basket Size €,20.12,20.52
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,# Negative Comments,2,4
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,# Positive Comments,1,1
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,% Kill Rate,4.90%,4.80%
90,Pizzeria La Corta,"Liechtensteinstraße, 32-34/7+8",1090,Avg Time to Accept (s),11,11
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,# Commissionable Orders,"1,212","2,953"
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,Avg Basket Size €,28.71,29.58
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,# Negative Comments,6,5
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,# Positive Comments,1,1
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,% Kill Rate,3.60%,3.20%
94,Liu's Wok Währing,"Schopenhauerstraße, 40",1180,Avg Time to Accept (s),86,92
100,Hot Kebap Pizza,"Triester Straße, 211",8073,# Commissionable Orders,0,0
100,Hot Kebap Pizza,"Triester Straße, 211",8073,Avg Basket Size €,,
100,Hot Kebap Pizza,"Triester Straße, 211",8073,# Negative Comments,0,0
100,Hot Kebap Pizza,"Triester Straße, 211",8073,# Positive Comments,0,0
100,Hot Kebap Pizza,"Triester Straße, 211",8073,% Kill Rate,,
100,Hot Kebap Pizza,"Triester Straße, 211",8073,Avg Time to Accept (s),,
101,Fast & Good,"Quellenstraße, 24",1100,# Commissionable Orders,"1,202","1,380"
101,Fast & Good,"Quellenstraße, 24",1100,Avg Basket Size €,22.21,22.71
101,Fast & Good,"Quellenstraße, 24",1100,# Negative Comments,1,1
101,Fast & Good,"Quellenstraße, 24",1100,# Positive Comments,1,1
101,Fast & Good,"Quellenstraße, 24",1100,% Kill Rate,2.60%,2.30%
101,Fast & Good,"Quellenstraße, 24",1100,Avg Time to Accept (s),14,14
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,# Commissionable Orders,37,569
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,Avg Basket Size €,19.34,18.35
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,# Negative Comments,0,2
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,# Positive Comments,1,1
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,% Kill Rate,3.50%,3.80%
102,Pizzeria Casanova,"Wimbergergasse, 34",1070,Avg Time to Accept (s),13,16
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,# Commissionable Orders,127,167
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,Avg Basket Size €,25.61,23.68
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,# Negative Comments,1,1
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,# Positive Comments,1,1
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,% Kill Rate,4.80%,5.40%
105,Pizzeria Primavera,"Steinbauergasse, 22",1120,Avg Time to Accept (s),18,36
107,Pizza-Eck,"Hasnerstraße, 69",1160,# Commissionable Orders,"1,541","1,809"
107,Pizza-Eck,"Hasnerstraße, 69",1160,Avg Basket Size €,16.46,17.03
107,Pizza-Eck,"Hasnerstraße, 69",1160,# Negative Comments,0,2
107,Pizza-Eck,"Hasnerstraße, 69",1160,# Positive Comments,1,1
107,Pizza-Eck,"Hasnerstraße, 69",1160,% Kill Rate,3.90%,4.00%
107,Pizza-Eck,"Hasnerstraße, 69",1160,Avg Time to Accept (s),16,12
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,# Commissionable Orders,0,0
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,Avg Basket Size €,,
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,# Negative Comments,0,0
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,# Positive Comments,0,0
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,% Kill Rate,,
111,Restaurante Il Sole,"Liechtensteinstraße, 96",1090,Avg Time to Accept (s),,
120,Call Pizza,"Langobardenstraße, 6",1220,# Commissionable Orders,0,0
120,Call Pizza,"Langobardenstraße, 6",1220,Avg Basket Size €,,
120,Call Pizza,"Langobardenstraße, 6",1220,# Negative Comments,0,0
120,Call Pizza,"Langobardenstraße, 6",1220,# Positive Comments,0,0
120,Call Pizza,"Langobardenstraße, 6",1220,% Kill Rate,2.50%,
120,Call Pizza,"Langobardenstraße, 6",1220,Avg Time to Accept (s),,
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,# Commissionable Orders,774,"1,026"
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,Avg Basket Size €,25.97,26.05
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,# Negative Comments,11,18
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,# Positive Comments,1,1
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,% Kill Rate,7.70%,6.20%
121,Duft,"Reinprechtsdorfer Straße, 32a",1050,Avg Time to Accept (s),18,17
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,# Commissionable Orders,"1,440","1,657"
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,Avg Basket Size €,15.38,15.63
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,# Negative Comments,10,11
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,# Positive Comments,1,1
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,% Kill Rate,4.90%,4.40%
122,L'Angelo Bello,"Stadlauer Straße, 4",1220,Avg Time to Accept (s),14,16
123,Pizzeria Candis,"Schlickgasse, 5",1090,# Commissionable Orders,31,36
123,Pizzeria Candis,"Schlickgasse, 5",1090,Avg Basket Size €,15.27,16.55
123,Pizzeria Candis,"Schlickgasse, 5",1090,# Negative Comments,1,0
123,Pizzeria Candis,"Schlickgasse, 5",1090,# Positive Comments,1,1
123,Pizzeria Candis,"Schlickgasse, 5",1090,% Kill Rate,6.50%,4.10%
123,Pizzeria Candis,"Schlickgasse, 5",1090,Avg Time to Accept (s),846,831
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,# Commissionable Orders,987,"1,108"
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,Avg Basket Size €,18.41,18.85
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,# Negative Comments,3,8
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,# Positive Comments,1,1
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,% Kill Rate,3.80%,3.90%
131,Pizzeria San Carino,"Kirchfeldgasse, 61",1120,Avg Time to Accept (s),14,15
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,# Commissionable Orders,333,204
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,Avg Basket Size €,16.66,17.75
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,# Negative Comments,1,1
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,# Positive Comments,1,1
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,% Kill Rate,5.40%,5.40%
135,Best of Kebab Pizza Burger,"Pischeldorfer Straße, 181",9020,Avg Time to Accept (s),17,16
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,# Commissionable Orders,437,482
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,Avg Basket Size €,22.33,22.9
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,# Negative Comments,1,0
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,# Positive Comments,1,1
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,% Kill Rate,2.70%,2.60%
141,Evershine Pizza,"Anton-Sattler-Gasse, 115 a",1220,Avg Time to Accept (s),12,13
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,# Commissionable Orders,495,709
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,Avg Basket Size €,20.45,20.97
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,# Negative Comments,1,3
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,# Positive Comments,1,1
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,% Kill Rate,4.20%,5.30%
142,Napoli Centrale Pizzeria Ristorante,"Juchgasse, 28",1030,Avg Time to Accept (s),16,22
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,# Commissionable Orders,"2,064","2,218"
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,Avg Basket Size €,19.05,18.95
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,# Negative Comments,17,14
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,# Positive Comments,1,1
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,% Kill Rate,3.30%,3.10%
143,San Stefano Pizzeria,"Ameisgasse, 7",1140,Avg Time to Accept (s),9,9
151,Perryda,"Maria-Rekker-Gasse, 1",1100,# Commissionable Orders,142,183
151,Perryda,"Maria-Rekker-Gasse, 1",1100,Avg Basket Size €,21.05,22.22
151,Perryda,"Maria-Rekker-Gasse, 1",1100,# Negative Comments,2,5
151,Perryda,"Maria-Rekker-Gasse, 1",1100,# Positive Comments,1,1
151,Perryda,"Maria-Rekker-Gasse, 1",1100,% Kill Rate,7.40%,6.60%
151,Perryda,"Maria-Rekker-Gasse, 1",1100,Avg Time to Accept (s),151,152
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,# Commissionable Orders,338,609
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,Avg Basket Size €,23.35,23.08
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,# Negative Comments,3,2
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,# Positive Comments,1,1
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,% Kill Rate,5.50%,5.30%
152,China Restaurant Shanghai-City,"Simmeringer Hauptstraße, 142-150",1110,Avg Time to Accept (s),16,19
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,# Commissionable Orders,371,149
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,Avg Basket Size €,25.42,26.69
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,# Negative Comments,4,3
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,# Positive Comments,1,1
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,% Kill Rate,4.20%,3.90%
156,Asia Restaurant Yang,"Haberditzlgasse, 1-3",1210,Avg Time to Accept (s),19,21
157,Arbaillo,"Untere Augartenstraße, 10",1020,# Commissionable Orders,878,965
157,Arbaillo,"Untere Augartenstraße, 10",1020,Avg Basket Size €,20.25,19.72
157,Arbaillo,"Untere Augartenstraße, 10",1020,# Negative Comments,5,5
157,Arbaillo,"Untere Augartenstraße, 10",1020,# Positive Comments,1,1
157,Arbaillo,"Untere Augartenstraße, 10",1020,% Kill Rate,6.60%,6.10%
157,Arbaillo,"Untere Augartenstraße, 10",1020,Avg Time to Accept (s),15,13
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,# Commissionable Orders,1,0
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,Avg Basket Size €,35.7,
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,# Negative Comments,0,0
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,# Positive Comments,0,0
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,% Kill Rate,,0.00%
158,Cafe - Restaurant Winter,"Alser Straße, 30",1090,Avg Time to Accept (s),830,
161,Pizzeria Aladdin,"Herziggasse, 8",1230,# Commissionable Orders,"2,727","3,221"
161,Pizzeria Aladdin,"Herziggasse, 8",1230,Avg Basket Size €,18.18,18.62
161,Pizzeria Aladdin,"Herziggasse, 8",1230,# Negative Comments,6,2
161,Pizzeria Aladdin,"Herziggasse, 8",1230,# Positive Comments,1,1
161,Pizzeria Aladdin,"Herziggasse, 8",1230,% Kill Rate,3.80%,3.60%
161,Pizzeria Aladdin,"Herziggasse, 8",1230,Avg Time to Accept (s),16,13
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,# Commissionable Orders,680,828
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,Avg Basket Size €,17.35,16.9
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,# Negative Comments,1,5
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,# Positive Comments,1,1
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,% Kill Rate,4.50%,4.30%
162,Pizza-Service Hollywood Döbling,"Heiligenstädter Straße, 170",1190,Avg Time to Accept (s),15,13
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,# Commissionable Orders,3,0
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,Avg Basket Size €,22.37,
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,# Negative Comments,1,0
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,# Positive Comments,0,0
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,% Kill Rate,,
167,Della Lucia,"Hietzinger Hauptstraße, 8",1130,Avg Time to Accept (s),126,
169,Riva Italia,"Sechshauser Straße, 81",1150,# Commissionable Orders,832,992
169,Riva Italia,"Sechshauser Straße, 81",1150,Avg Basket Size €,16.51,16.71
169,Riva Italia,"Sechshauser Straße, 81",1150,# Negative Comments,5,4
169,Riva Italia,"Sechshauser Straße, 81",1150,# Positive Comments,1,1
169,Riva Italia,"Sechshauser Straße, 81",1150,% Kill Rate,5.00%,4.70%
169,Riva Italia,"Sechshauser Straße, 81",1150,Avg Time to Accept (s),15,16
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,# Commissionable Orders,333,392
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,Avg Basket Size €,21.86,23.01
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,# Negative Comments,0,3
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,# Positive Comments,1,1
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,% Kill Rate,2.20%,2.10%
172,Pizzahaus Paola,"Altmannsdorfer Straße, 111",1120,Avg Time to Accept (s),12,12
173,Casa Frascati,"Keplergasse, 2",1100,# Commissionable Orders,"1,826","2,244"
173,Casa Frascati,"Keplergasse, 2",1100,Avg Basket Size €,17.34,17.71
173,Casa Frascati,"Keplergasse, 2",1100,# Negative Comments,11,14
173,Casa Frascati,"Keplergasse, 2",1100,# Positive Comments,1,1
173,Casa Frascati,"Keplergasse, 2",1100,% Kill Rate,3.80%,3.90%
173,Casa Frascati,"Keplergasse, 2",1100,Avg Time to Accept (s),20,15
174,Takami,"Ratschkygasse, 5",1120,# Commissionable Orders,126,140
174,Takami,"Ratschkygasse, 5",1120,Avg Basket Size €,25.61,27.51
174,Takami,"Ratschkygasse, 5",1120,# Negative Comments,0,0
174,Takami,"Ratschkygasse, 5",1120,# Positive Comments,1,1
174,Takami,"Ratschkygasse, 5",1120,% Kill Rate,7.80%,6.00%
174,Takami,"Ratschkygasse, 5",1120,Avg Time to Accept (s),480,496
176,I Calabresi,"Hermesstraße, 1",1130,# Commissionable Orders,257,299
176,I Calabresi,"Hermesstraße, 1",1130,Avg Basket Size €,20.07,20.93
176,I Calabresi,"Hermesstraße, 1",1130,# Negative Comments,0,0
176,I Calabresi,"Hermesstraße, 1",1130,# Positive Comments,1,1
176,I Calabresi,"Hermesstraße, 1",1130,% Kill Rate,3.50%,3.60%
176,I Calabresi,"Hermesstraße, 1",1130,Avg Time to Accept (s),10,11
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,# Commissionable Orders,104,97
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,Avg Basket Size €,16.42,20.01
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,# Negative Comments,0,0
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,# Positive Comments,1,1
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,% Kill Rate,3.90%,3.20%
177,Harry Pizza,"Tautenhayngasse, 35/2",1150,Avg Time to Accept (s),21,23
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,# Commissionable Orders,"1,010","1,019"
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,Avg Basket Size €,24.27,24.46
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,# Negative Comments,5,2
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,# Positive Comments,1,1
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,% Kill Rate,4.00%,3.40%
179,China Restaurant Goldene Rose,"Ettenreichgasse, 12",1100,Avg Time to Accept (s),13,9
183,Sohyi Sushi,"Schlagergasse, 9",1090,# Commissionable Orders,26,19
183,Sohyi Sushi,"Schlagergasse, 9",1090,Avg Basket Size €,28.44,24.7
183,Sohyi Sushi,"Schlagergasse, 9",1090,# Negative Comments,1,1
183,Sohyi Sushi,"Schlagergasse, 9",1090,# Positive Comments,1,1
183,Sohyi Sushi,"Schlagergasse, 9",1090,% Kill Rate,8.30%,6.40%
183,Sohyi Sushi,"Schlagergasse, 9",1090,Avg Time to Accept (s),861,500
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,# Commissionable Orders,40,887
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,Avg Basket Size €,23.94,27.2
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,# Negative Comments,0,4
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,# Positive Comments,1,1
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,% Kill Rate,4.40%,4.10%
184,Asia Restaurant Wok In,"Lainzer Straße, 84",1130,Avg Time to Accept (s),18,15
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,# Commissionable Orders,"1,937","2,216"
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,Avg Basket Size €,17.38,18.39
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,# Negative Comments,3,10
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,# Positive Comments,1,1
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,% Kill Rate,3.50%,3.20%
186,Pizzeria Dolce Vita 1,"Nordbahnstraße, 32",1020,Avg Time to Accept (s),13,12
187,Chicken King ,"Arbeitergasse, 18/2",1050,# Commissionable Orders,0,0
187,Chicken King ,"Arbeitergasse, 18/2",1050,Avg Basket Size €,,
187,Chicken King ,"Arbeitergasse, 18/2",1050,# Negative Comments,0,0
187,Chicken King ,"Arbeitergasse, 18/2",1050,# Positive Comments,0,0
187,Chicken King ,"Arbeitergasse, 18/2",1050,% Kill Rate,,
187,Chicken King ,"Arbeitergasse, 18/2",1050,Avg Time to Accept (s),,
188,LEE Kocht,"Gerlgasse, 8",1030,# Commissionable Orders,125,113
188,LEE Kocht,"Gerlgasse, 8",1030,Avg Basket Size €,23.99,24.47
188,LEE Kocht,"Gerlgasse, 8",1030,# Negative Comments,4,3
188,LEE Kocht,"Gerlgasse, 8",1030,# Positive Comments,1,1
188,LEE Kocht,"Gerlgasse, 8",1030,% Kill Rate,5.60%,4.80%
188,LEE Kocht,"Gerlgasse, 8",1030,Avg Time to Accept (s),430,370
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,# Commissionable Orders,639,680
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,Avg Basket Size €,18.57,18.37
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,# Negative Comments,1,3
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,# Positive Comments,1,1
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,% Kill Rate,2.70%,2.90%
189,Pizzeria Ristorante Bernado,"Gudrunstraße, 136",1100,Avg Time to Accept (s),24,23
192,Amigo Pizzeria,"Fasangasse, 6",1030,# Commissionable Orders,"1,098","1,174"
192,Amigo Pizzeria,"Fasangasse, 6",1030,Avg Basket Size €,17.88,18.26
