restaurant ID,name,street,restaurant ZIP,,Month 1,Month 2
5872,Ital Eis Valentino,"Reinprechtsdorfer Straße, 43",1050,# Negative Comments,0,0
5872,Ital Eis Valentino,"Reinprechtsdorfer Straße, 43",1050,# Positive Comments,0,0
5872,Ital Eis Valentino,"Reinprechtsdorfer Straße, 43",1050,% Kill Rate,2.90%,4.20%
5872,Ital Eis Valentino,"Reinprechtsdorfer Straße, 43",1050,Avg Time to Accept (s),,
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,# Commissionable Orders,0,0
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,Avg Basket Size €,,
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,# Negative Comments,0,0
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,# Positive Comments,0,0
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,% Kill Rate,1.60%,1.60%
5873,Valentino - Eiscafe,"Gumpendorfer Straße, 105",1060,Avg Time to Accept (s),,
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,# Commissionable Orders,746,812
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,Avg Basket Size €,27.39,28.91
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,# Negative Comments,2,3
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,# Positive Comments,1,1
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,% Kill Rate,2.80%,2.80%
5874,Kimi Hana,"Kalvarienberggasse, 35",1170,Avg Time to Accept (s),10,10
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,# Commissionable Orders,3,38
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,Avg Basket Size €,23.23,19.74
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,# Negative Comments,0,1
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,# Positive Comments,0,1
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,% Kill Rate,9.70%,7.80%
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,Avg Time to Accept (s),359,546
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,# Commissionable Orders,749,682
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,Avg Basket Size €,19.46,20.04
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,# Negative Comments,3,1
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,# Positive Comments,1,1
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,% Kill Rate,1.60%,1.60%
5876,Nicht Pizza,"Otto-Probst-Straße, 22/6",1100,Avg Time to Accept (s),23,25
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,# Commissionable Orders,59,43
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,Avg Basket Size €,18.72,19.51
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,# Negative Comments,3,0
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,# Positive Comments,1,1
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,% Kill Rate,17.10%,18.80%
5877,Öz Etli Ekmek Restaurant,"Reinprechtsdorfer Straße, 9/1-2",1050,Avg Time to Accept (s),30,24
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,# Commissionable Orders,301,449
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,Avg Basket Size €,34.84,33.93
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,# Negative Comments,5,4
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,# Positive Comments,1,1
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,% Kill Rate,3.50%,3.80%
5878,Akakiko,"Mariahilfer Straße, 42-48",1070,Avg Time to Accept (s),687,725
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,# Commissionable Orders,570,615
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,Avg Basket Size €,31.02,31.06
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,# Negative Comments,1,2
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,# Positive Comments,1,1
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,% Kill Rate,4.90%,4.50%
5879,Akakiko,"Julius-Tandler-Platz, 4",1090,Avg Time to Accept (s),683,607
5880,Akakiko,"Favoritenstraße, 78",1100,# Commissionable Orders,709,764
5880,Akakiko,"Favoritenstraße, 78",1100,Avg Basket Size €,32.64,32
5880,Akakiko,"Favoritenstraße, 78",1100,# Negative Comments,6,6
5880,Akakiko,"Favoritenstraße, 78",1100,# Positive Comments,1,1
5880,Akakiko,"Favoritenstraße, 78",1100,% Kill Rate,4.00%,4.40%
5880,Akakiko,"Favoritenstraße, 78",1100,Avg Time to Accept (s),675,659
5881,Lucky Asia,"Riehlstraße, 1",6166,# Commissionable Orders,50,58
5881,Lucky Asia,"Riehlstraße, 1",6166,Avg Basket Size €,29.49,32.07
5881,Lucky Asia,"Riehlstraße, 1",6166,# Negative Comments,1,0
5881,Lucky Asia,"Riehlstraße, 1",6166,# Positive Comments,1,0
5881,Lucky Asia,"Riehlstraße, 1",6166,% Kill Rate,21.90%,18.30%
5881,Lucky Asia,"Riehlstraße, 1",6166,Avg Time to Accept (s),23,24
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,# Commissionable Orders,253,226
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,Avg Basket Size €,30.42,28.32
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,# Negative Comments,1,0
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,# Positive Comments,1,1
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,% Kill Rate,4.10%,4.30%
5882,Zum Hopfbär,"Eßlinger Hauptstraße, 104",1220,Avg Time to Accept (s),19,19
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,# Commissionable Orders,180,156
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,Avg Basket Size €,23.54,25.39
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,# Negative Comments,1,1
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,# Positive Comments,1,1
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,% Kill Rate,6.70%,6.00%
5887,Restaurant Galaxie,"Löhrgasse, 22",1150,Avg Time to Accept (s),701,541
5888,Toto's,"Josefsplatz, 6",1010,# Commissionable Orders,0,0
5888,Toto's,"Josefsplatz, 6",1010,Avg Basket Size €,,
5888,Toto's,"Josefsplatz, 6",1010,# Negative Comments,0,0
5888,Toto's,"Josefsplatz, 6",1010,# Positive Comments,0,0
5888,Toto's,"Josefsplatz, 6",1010,% Kill Rate,,
5888,Toto's,"Josefsplatz, 6",1010,Avg Time to Accept (s),,
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,# Commissionable Orders,0,0
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,Avg Basket Size €,,
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,# Negative Comments,0,0
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,# Positive Comments,0,0
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,% Kill Rate,,
5889,Cafe Central,"Dreifaltigkeitsgasse, 3",5020,Avg Time to Accept (s),,
5890,Döner Mann,"Museumstraße, 30",6020,# Commissionable Orders,71,119
5890,Döner Mann,"Museumstraße, 30",6020,Avg Basket Size €,19.52,20.82
5890,Döner Mann,"Museumstraße, 30",6020,# Negative Comments,0,0
5890,Döner Mann,"Museumstraße, 30",6020,# Positive Comments,1,1
5890,Döner Mann,"Museumstraße, 30",6020,% Kill Rate,13.40%,12.60%
5890,Döner Mann,"Museumstraße, 30",6020,Avg Time to Accept (s),18,17
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,# Commissionable Orders,0,0
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,Avg Basket Size €,,
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,# Negative Comments,0,0
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,# Positive Comments,0,0
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,% Kill Rate,,
5896,Cohen's Smartfood,"Alfred-Adler-Straße, 107",1100,Avg Time to Accept (s),,
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,# Commissionable Orders,0,0
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,Avg Basket Size €,,
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,# Negative Comments,0,0
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,# Positive Comments,0,0
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,% Kill Rate,,
5897,Jin Jenny Asia Food,"Heiligenstädter Straße, 31 - 33",1190,Avg Time to Accept (s),,
5900,Hitomi,"Josefstädter Straße, 53",1080,# Commissionable Orders,154,116
5900,Hitomi,"Josefstädter Straße, 53",1080,Avg Basket Size €,28.83,29.42
5900,Hitomi,"Josefstädter Straße, 53",1080,# Negative Comments,1,0
5900,Hitomi,"Josefstädter Straße, 53",1080,# Positive Comments,1,1
5900,Hitomi,"Josefstädter Straße, 53",1080,% Kill Rate,6.60%,6.40%
5900,Hitomi,"Josefstädter Straße, 53",1080,Avg Time to Accept (s),594,629
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,# Commissionable Orders,12,0
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,Avg Basket Size €,10.3,
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,# Negative Comments,0,0
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,# Positive Comments,0,0
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,% Kill Rate,0.90%,0.70%
5904,Cafe Restaurant Leto,"Schwertgasse, 3",1010,Avg Time to Accept (s),676,
5905,L'Osteria,"Freudplatz, 2",1020,# Commissionable Orders,"2,250","2,243"
5905,L'Osteria,"Freudplatz, 2",1020,Avg Basket Size €,20.63,21.98
5905,L'Osteria,"Freudplatz, 2",1020,# Negative Comments,18,18
5905,L'Osteria,"Freudplatz, 2",1020,# Positive Comments,1,1
5905,L'Osteria,"Freudplatz, 2",1020,% Kill Rate,4.80%,4.70%
5905,L'Osteria,"Freudplatz, 2",1020,Avg Time to Accept (s),269,307
5906,L'Osteria,"Florianigasse, 55",1080,# Commissionable Orders,"2,788","2,805"
5906,L'Osteria,"Florianigasse, 55",1080,Avg Basket Size €,24.73,25.06
5906,L'Osteria,"Florianigasse, 55",1080,# Negative Comments,28,32
5906,L'Osteria,"Florianigasse, 55",1080,# Positive Comments,1,1
5906,L'Osteria,"Florianigasse, 55",1080,% Kill Rate,4.00%,4.10%
5906,L'Osteria,"Florianigasse, 55",1080,Avg Time to Accept (s),524,389
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,# Commissionable Orders,92,93
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,Avg Basket Size €,25.39,21.66
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,# Negative Comments,0,0
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,# Positive Comments,1,1
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,% Kill Rate,10.40%,7.70%
5908,Mr.Noodle,"Liechtensteinstraße, 16",1090,Avg Time to Accept (s),662,688
5910,OTA Restaurant,"Keesgasse, 5",8010,# Commissionable Orders,22,24
5910,OTA Restaurant,"Keesgasse, 5",8010,Avg Basket Size €,30.91,30.16
5910,OTA Restaurant,"Keesgasse, 5",8010,# Negative Comments,0,0
5910,OTA Restaurant,"Keesgasse, 5",8010,# Positive Comments,1,1
5910,OTA Restaurant,"Keesgasse, 5",8010,% Kill Rate,16.30%,14.00%
5910,OTA Restaurant,"Keesgasse, 5",8010,Avg Time to Accept (s),12,14
5913,Pizzeria La Marina,"Europaplatz, 5",4800,# Commissionable Orders,25,9
5913,Pizzeria La Marina,"Europaplatz, 5",4800,Avg Basket Size €,19.33,18.95
5913,Pizzeria La Marina,"Europaplatz, 5",4800,# Negative Comments,0,0
5913,Pizzeria La Marina,"Europaplatz, 5",4800,# Positive Comments,1,1
5913,Pizzeria La Marina,"Europaplatz, 5",4800,% Kill Rate,21.10%,17.20%
5913,Pizzeria La Marina,"Europaplatz, 5",4800,Avg Time to Accept (s),16,27
5916,Noodlelicious & more,"Bozner Platz, 3",6020,# Commissionable Orders,730,559
5916,Noodlelicious & more,"Bozner Platz, 3",6020,Avg Basket Size €,18.49,18.56
5916,Noodlelicious & more,"Bozner Platz, 3",6020,# Negative Comments,5,3
5916,Noodlelicious & more,"Bozner Platz, 3",6020,# Positive Comments,1,1
5916,Noodlelicious & more,"Bozner Platz, 3",6020,% Kill Rate,6.90%,6.60%
5916,Noodlelicious & more,"Bozner Platz, 3",6020,Avg Time to Accept (s),440,534
5919,L'Osteria,"Grinzinger Straße, 1",1190,# Commissionable Orders,"1,460","1,653"
5919,L'Osteria,"Grinzinger Straße, 1",1190,Avg Basket Size €,28.34,29.09
5919,L'Osteria,"Grinzinger Straße, 1",1190,# Negative Comments,17,13
5919,L'Osteria,"Grinzinger Straße, 1",1190,# Positive Comments,1,1
5919,L'Osteria,"Grinzinger Straße, 1",1190,% Kill Rate,5.30%,4.90%
5919,L'Osteria,"Grinzinger Straße, 1",1190,Avg Time to Accept (s),506,365
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,# Commissionable Orders,260,241
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,Avg Basket Size €,19.42,18.61
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,# Negative Comments,2,3
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,# Positive Comments,1,1
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,% Kill Rate,9.00%,9.60%
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,Avg Time to Accept (s),19,25
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,# Commissionable Orders,15,11
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,Avg Basket Size €,17.84,18.5
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,# Negative Comments,0,0
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,# Positive Comments,0,0
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,% Kill Rate,,9.40%
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,Avg Time to Accept (s),372,283
5923,Street Box,"Währinger Gürtel, 89",1180,# Commissionable Orders,0,0
5923,Street Box,"Währinger Gürtel, 89",1180,Avg Basket Size €,,
5923,Street Box,"Währinger Gürtel, 89",1180,# Negative Comments,0,0
5923,Street Box,"Währinger Gürtel, 89",1180,# Positive Comments,0,0
5923,Street Box,"Währinger Gürtel, 89",1180,% Kill Rate,,
5923,Street Box,"Währinger Gürtel, 89",1180,Avg Time to Accept (s),,
5925,Pizza City,"Wienerstraße, 96",2345,# Commissionable Orders,61,78
5925,Pizza City,"Wienerstraße, 96",2345,Avg Basket Size €,21.44,22.13
5925,Pizza City,"Wienerstraße, 96",2345,# Negative Comments,0,0
5925,Pizza City,"Wienerstraße, 96",2345,# Positive Comments,0,0
5925,Pizza City,"Wienerstraße, 96",2345,% Kill Rate,7.30%,4.70%
5925,Pizza City,"Wienerstraße, 96",2345,Avg Time to Accept (s),15,14
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,# Commissionable Orders,179,153
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,Avg Basket Size €,22.62,23.82
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,# Negative Comments,0,2
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,# Positive Comments,1,1
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,% Kill Rate,6.90%,5.50%
5926,NOI Thaiküche,"Kaiserjägerstraße, 1",6020,Avg Time to Accept (s),465,568
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,# Commissionable Orders,"1,815","1,649"
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,Avg Basket Size €,20.18,20.32
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,# Negative Comments,12,20
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,# Positive Comments,1,1
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,% Kill Rate,3.60%,3.60%
5927,Mamacita - California Burritos,"Schönbrunner Straße, 156",1040,Avg Time to Accept (s),14,15
5928,Artemis,"Griechengasse, 3",1010,# Commissionable Orders,6,0
5928,Artemis,"Griechengasse, 3",1010,Avg Basket Size €,27.75,
5928,Artemis,"Griechengasse, 3",1010,# Negative Comments,0,0
5928,Artemis,"Griechengasse, 3",1010,# Positive Comments,1,0
5928,Artemis,"Griechengasse, 3",1010,% Kill Rate,4.10%,2.80%
5928,Artemis,"Griechengasse, 3",1010,Avg Time to Accept (s),"1,155",
5929,Grill Park,"Molkereistraße, 5",1020,# Commissionable Orders,118,119
5929,Grill Park,"Molkereistraße, 5",1020,Avg Basket Size €,20.52,21.92
5929,Grill Park,"Molkereistraße, 5",1020,# Negative Comments,2,1
5929,Grill Park,"Molkereistraße, 5",1020,# Positive Comments,1,1
5929,Grill Park,"Molkereistraße, 5",1020,% Kill Rate,6.20%,5.10%
5929,Grill Park,"Molkereistraße, 5",1020,Avg Time to Accept (s),48,22
5932,Burgerista,"Griesgasse, 15",5020,# Commissionable Orders,642,570
5932,Burgerista,"Griesgasse, 15",5020,Avg Basket Size €,19.26,21.5
5932,Burgerista,"Griesgasse, 15",5020,# Negative Comments,2,5
5932,Burgerista,"Griesgasse, 15",5020,# Positive Comments,1,1
5932,Burgerista,"Griesgasse, 15",5020,% Kill Rate,6.20%,5.70%
5932,Burgerista,"Griesgasse, 15",5020,Avg Time to Accept (s),463,361
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,# Commissionable Orders,51,66
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,Avg Basket Size €,25.45,30.96
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,# Negative Comments,0,0
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,# Positive Comments,1,1
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,% Kill Rate,4.40%,6.70%
5934,Aui's Restaurant & Bar,"Museumstraße, 24",6020,Avg Time to Accept (s),570,685
5940,Crazy Pizza,"Siemensstraße, 65",1210,# Commissionable Orders,399,408
5940,Crazy Pizza,"Siemensstraße, 65",1210,Avg Basket Size €,18.26,18.6
5940,Crazy Pizza,"Siemensstraße, 65",1210,# Negative Comments,4,8
5940,Crazy Pizza,"Siemensstraße, 65",1210,# Positive Comments,1,1
5940,Crazy Pizza,"Siemensstraße, 65",1210,% Kill Rate,3.70%,3.10%
5940,Crazy Pizza,"Siemensstraße, 65",1210,Avg Time to Accept (s),8,9
5942,Rice Time,"Garnisongasse, 10",1090,# Commissionable Orders,835,702
5942,Rice Time,"Garnisongasse, 10",1090,Avg Basket Size €,24.45,24.09
5942,Rice Time,"Garnisongasse, 10",1090,# Negative Comments,3,5
5942,Rice Time,"Garnisongasse, 10",1090,# Positive Comments,1,1
5942,Rice Time,"Garnisongasse, 10",1090,% Kill Rate,3.70%,3.70%
5942,Rice Time,"Garnisongasse, 10",1090,Avg Time to Accept (s),18,16
5943,Al Capone,"Linzer Straße, 18",4614,# Commissionable Orders,46,51
5943,Al Capone,"Linzer Straße, 18",4614,Avg Basket Size €,19.76,22.14
5943,Al Capone,"Linzer Straße, 18",4614,# Negative Comments,0,0
5943,Al Capone,"Linzer Straße, 18",4614,# Positive Comments,1,1
5943,Al Capone,"Linzer Straße, 18",4614,% Kill Rate,19.50%,20.30%
5943,Al Capone,"Linzer Straße, 18",4614,Avg Time to Accept (s),27,21
5944,Indus,"Radetzkystraße, 20",1030,# Commissionable Orders,169,190
5944,Indus,"Radetzkystraße, 20",1030,Avg Basket Size €,27.38,31.12
5944,Indus,"Radetzkystraße, 20",1030,# Negative Comments,1,0
5944,Indus,"Radetzkystraße, 20",1030,# Positive Comments,1,1
5944,Indus,"Radetzkystraße, 20",1030,% Kill Rate,6.20%,5.40%
5944,Indus,"Radetzkystraße, 20",1030,Avg Time to Accept (s),616,572
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,# Commissionable Orders,219,164
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,Avg Basket Size €,17.07,16.58
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,# Negative Comments,0,1
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,# Positive Comments,1,1
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,% Kill Rate,7.00%,7.50%
5945,Pizzeria Tuana,"Hanuschstraße, 78",4020,Avg Time to Accept (s),20,23
5950,my Indigo,"Stainerstraße, 3",6020,# Commissionable Orders,11,147
5950,my Indigo,"Stainerstraße, 3",6020,Avg Basket Size €,22.54,16.77
5950,my Indigo,"Stainerstraße, 3",6020,# Negative Comments,0,1
5950,my Indigo,"Stainerstraße, 3",6020,# Positive Comments,0,1
5950,my Indigo,"Stainerstraße, 3",6020,% Kill Rate,8.00%,7.50%
5950,my Indigo,"Stainerstraße, 3",6020,Avg Time to Accept (s),591,476
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,# Commissionable Orders,232,232
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,Avg Basket Size €,29.97,30.42
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,# Negative Comments,1,2
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,# Positive Comments,1,1
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,% Kill Rate,3.00%,3.20%
5952,Rembetiko Grieche,"Porzellangasse, 38",1090,Avg Time to Accept (s),649,636
5954,Ristorante Chianti,"Am Tabor, 28",1020,# Commissionable Orders,8,0
5954,Ristorante Chianti,"Am Tabor, 28",1020,Avg Basket Size €,12.74,
5954,Ristorante Chianti,"Am Tabor, 28",1020,# Negative Comments,0,0
5954,Ristorante Chianti,"Am Tabor, 28",1020,# Positive Comments,0,0
5954,Ristorante Chianti,"Am Tabor, 28",1020,% Kill Rate,4.60%,4.10%
5954,Ristorante Chianti,"Am Tabor, 28",1020,Avg Time to Accept (s),877,
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,# Commissionable Orders,0,0
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,Avg Basket Size €,,
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,# Negative Comments,0,0
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,# Positive Comments,0,0
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,% Kill Rate,,
5956,Nikolsdorfer,"Nikolsdorfer Gasse, 20/1",1050,Avg Time to Accept (s),,
5957,Smyrna,"Angeligasse, 101",1100,# Commissionable Orders,0,0
5957,Smyrna,"Angeligasse, 101",1100,Avg Basket Size €,,
5957,Smyrna,"Angeligasse, 101",1100,# Negative Comments,0,0
5957,Smyrna,"Angeligasse, 101",1100,# Positive Comments,0,0
5957,Smyrna,"Angeligasse, 101",1100,% Kill Rate,,
5957,Smyrna,"Angeligasse, 101",1100,Avg Time to Accept (s),,
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,# Commissionable Orders,993,953
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,Avg Basket Size €,19.81,20.52
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,# Negative Comments,11,8
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,# Positive Comments,1,1
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,% Kill Rate,10.00%,9.50%
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,Avg Time to Accept (s),16,16
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,# Commissionable Orders,148,104
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,Avg Basket Size €,24.22,24.86
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,# Negative Comments,1,1
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,# Positive Comments,1,1
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,% Kill Rate,6.60%,5.00%
5959,Momo Pizza Gourmet,"Kirchengasse, 35",1070,Avg Time to Accept (s),808,631
5960,Gelateria Marini,"Favoritenstraße, 65",1100,# Commissionable Orders,123,89
5960,Gelateria Marini,"Favoritenstraße, 65",1100,Avg Basket Size €,19.98,23.15
5960,Gelateria Marini,"Favoritenstraße, 65",1100,# Negative Comments,0,0
5960,Gelateria Marini,"Favoritenstraße, 65",1100,# Positive Comments,1,1
5960,Gelateria Marini,"Favoritenstraße, 65",1100,% Kill Rate,2.50%,1.60%
5960,Gelateria Marini,"Favoritenstraße, 65",1100,Avg Time to Accept (s),16,14
5961,Paradiso,"Sackstraße, 13",8010,# Commissionable Orders,0,0
5961,Paradiso,"Sackstraße, 13",8010,Avg Basket Size €,,
5961,Paradiso,"Sackstraße, 13",8010,# Negative Comments,0,0
5961,Paradiso,"Sackstraße, 13",8010,# Positive Comments,0,0
5961,Paradiso,"Sackstraße, 13",8010,% Kill Rate,,
5961,Paradiso,"Sackstraße, 13",8010,Avg Time to Accept (s),,
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,# Commissionable Orders,120,176
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,Avg Basket Size €,26.73,25.94
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,# Negative Comments,0,3
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,# Positive Comments,1,1
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,% Kill Rate,5.90%,7.90%
5962,Asian Pockets,"Wiedner Hauptstraße, 77",1040,Avg Time to Accept (s),618,380
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,# Commissionable Orders,"1,820","2,008"
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,Avg Basket Size €,21.77,22.4
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,# Negative Comments,13,7
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,# Positive Comments,1,1
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,% Kill Rate,3.40%,3.50%
5963,Dolce Vita,"Breitenfurter Straße, 58/5+5a",1120,Avg Time to Accept (s),12,10
5964,Burger King,"Riesstraße, 22",8010,# Commissionable Orders,152,116
5964,Burger King,"Riesstraße, 22",8010,Avg Basket Size €,27.63,28.11
5964,Burger King,"Riesstraße, 22",8010,# Negative Comments,2,2
5964,Burger King,"Riesstraße, 22",8010,# Positive Comments,1,1
5964,Burger King,"Riesstraße, 22",8010,% Kill Rate,8.40%,7.50%
5964,Burger King,"Riesstraße, 22",8010,Avg Time to Accept (s),12,14
5966,Pizzeria Schabanack,"Stadtplatz, 10",8680,# Commissionable Orders,439,464
5966,Pizzeria Schabanack,"Stadtplatz, 10",8680,Avg Basket Size €,17.44,17.94
5966,Pizzeria Schabanack,"Stadtplatz, 10",8680,# Negative Comments,1,2
5966,Pizzeria Schabanack,"Stadtplatz, 10",8680,# Positive Comments,1,1
5966,Pizzeria Schabanack,"Stadtplatz, 10",8680,% Kill Rate,2.90%,2.90%
