restaurantID,name,street,restaurantZIP,#CommissionableOrders,AvgBasketSize€,#NegativeComments,#PositiveComments,%KillRate,AvgTimetoAccept(s),Month
9703,Trattoria Sole,"Petersgasse, 116",8010,0,,0,0,,,1
9716,Empanada Story,"Mariahilferstraße, 24",8020,0,,0,0,,,1
9801,Jackson's Fried Chicken - Geidorf,"Zinzendorfgasse, 18",8010,0,,0,0,,,1
9804,Wing it! - Lend,"Wiener Straße, 182",8051,0,,0,0,,,1
9813,Holy Chicken- Heavenly Fried Chicken,"Andritzer Reichsstraße, 28",8045,0,,0,0,,,1
9817,Gangnam Kitchen - Korean Fried Chicken,"Zinzendorfgasse, 10",8010,0,,0,0,,,1
9858,Yasna Panda Box,"Grottenhofstraße, 90",8053,0,,0,0,,,1
9875,Taj Mahal - Indisches Restarant,"Kaiser-Franz-Josef-Kai, 58",8010,0,,0,0,,,1
9897, Pizzeria Verona,"Grabenstraße, 60",8010,0,,0,0,,,1
9924,Cohibar,"Leonhardstraße, 3",8010,0,,0,0,,,1
9935,Die Eisperle,"Kaiserfeldgasse, 22",8010,0,,0,0,,,1
9936,Die Eisperle,"Herrgottwiesgasse, 149",8055,0,,0,0,,,1
9960,Score Eggenberg,"Schloßstraße, 20",8020,0,,0,0,,,1
9981,Restaurant Fino,"Rinneggerstraße, 28",8045,0,,0,0,,,1
9982,Knödel Butler,"Feuerbachgasse, 9, top 1",8020,0,,0,0,,,1
9988,Sphinx Cafe & Restaurant,"Griesplatz, 24",8020,0,,0,0,,,1
9997,Best Food Grill 8,"Andritzer Reichsstraße, 35a",8045,0,,0,0,,,1
10016,Bowl,"Hauptplatz, stand 8",8010,0,,0,0,,,1
10025,Aria Persisches Restaurant,"Schönaugasse, 3",8010,0,,0,0,,,1
10050,Meet ,"Liebenauer Hauptstraße, 119",8041,0,,0,0,,,1
10098,Nostalgie Stüberl,"Grabenstraße, 32",8010,0,,0,0,,,1
10107,Gasthaus Hofstätter,"Kalvarienbergstraße, 59",8020,0,,0,0,,,1
10109,Trattoria Veneziana,"Kadettengasse, 25",8041,0,,0,0,,,1
10113,Yamamoto,"Schmiedgasse, 22",8010,0,,0,0,,,1
10136, Safran Restaurant Cafe,"Sackstraße, 27",8010,0,,0,0,,,1
10192,Restaurant Castello,"Feldkirchner Straße, 11-15",8054,0,,0,0,,,1
10208,Peppino im Hofkeller,"Hofgasse, 8",8010,0,,0,0,,,1
10209,Tutto Bene,"Grüne Gasse, 62",8020,0,,0,0,,,1
10223,Cheesus Burger,"Mariahilferstraße, 24",8020,0,,0,0,,,1
10234,Unterm Goldenen Dachl,"Schießstattgasse, 4",8010,0,,0,0,,,1
10235,Hendlkönig Imbisskiosk Seiersberg,"Werschweg, 1",8054,0,,0,0,,,1
10304,bp - MERKUR inside,"Puntigamer Straße, 130",8055,0,,0,0,,,1
10318,Baba Noni - Modern Oriental Kitchen,"Lagergasse, 126",8020,0,,0,0,,,1
10336,Afghan Restaurant,"Schönaugasse, 12",8010,0,,0,0,,,1
10352,Yamauchi,"Puchstraße, 4",8020,0,,0,0,,,1
10353,Mr. Falafel,"Riesstraße, 16",8010,0,,0,0,,,1
10358,Royal Kebap,"Annenstraße, 9",8020,0,,0,0,,,1
10382,Limes,"Grazbachgasse, 47",8010,0,,0,0,,,1
10383,Pizzeria Pirates,"Triester Straße, 413",8055,0,,0,0,,,1
10384,Gasthaus zur Sonne,"Schloßplatz, 1",8051,0,,0,0,,,1
10405,Confiserie Eckhard's,"Sporgasse, 1",8010,0,,0,0,,,1
10414,SPAR express,"Conrad-von-Hötzendorf-Straße, 135",8010,0,,0,0,,,1
10451,Grillmeister,"Liebenauer Hauptstraße, 320",8041,0,,0,0,,,1
10460,Apex Pizza Burger Kebab,"Zinzendorfgasse, 14",8010,0,,0,0,,,1
10483,Eloïse Drinks,"Pulvermühlweg, 3",8055,0,,0,0,,,1
10548,Burger Boutique Graz,"St.-Peter-Gürtel, 12",8042,0,,0,0,,,1
10550,Boba Tea & Juice,"Ostbahnstraße, 3",8041,0,,0,0,,,1
10554,Gasthof zum Bayernbrunnen,"Baiernstraße, 102",8020,0,,0,0,,,1
10574,Ucco's,"Pestalozzistraße, 26",8010,0,,0,0,,,1
10634,Wir:zhaus,"Elisabethinergasse, 28",8020,0,,0,0,,,1
10663,Namaste Nepal Restaurant,"Gartengasse, 1",8010,0,,0,0,,,1
10704,Easy Asia,"Albert-Schweitzer-Gasse, 49",8020,0,,0,0,,,1
