restaurantID,name,street,restaurantZIP,#CommissionableOrders,AvgBasketSize€,#NegativeComments,#PositiveComments,%KillRate,AvgTimetoAccept(s),Month
3093,Wiener & Co,"Straßganger Straße, 210",8052,319,24.27,1,1,5.80%,21,2
3181,Pizza und Kebap Studio,"St.-Peter-Hauptstraße, 90",8042,643,14.31,3,1,4.30%,10,2
3230,Pizzeria da Piero,"Griesgasse, 34",8020,"1,634",19.89,1,1,6.10%,9,2
3246,Arena Kebap Pizza Burger,"Liebenauer Hauptstraße, 17",8041,114,23.95,3,1,12.00%,11,2
3253,China Restaurant Jade,"Schillerstraße, 2",8010,651,25.16,3,1,6.70%,12,2
3373,Pizzeria Reggae Haus,"Leonhardstraße, 26",8010,157,19.24,4,1,,21,2
3502,Hai Asia,"Liebenauer Gürtel, 16",8041,129,26.76,0,1,11.20%,36,2
3645,Campus,"Schumanngasse, 27",8010,439,18.36,7,1,9.40%,14,2
3675,Restaurant Z10,"Zinzendorfgasse, 10",8010,"1,859",23.99,7,1,6.00%,14,2
3676,The Perfect Bite,"Annenstraße, 10/10",8020,76,22.42,0,1,11.10%,63,2
3687,Milu Milu Taiwanesisches Restaurant,"Keesgasse, 5",8010,100,30.31,1,1,19.80%,14,2
3728,Euroburger & Euronudel,"Schumanngasse, 4",8010,637,17.92,4,1,9.70%,15,2
3797,Safi Pizza & Burger,"Annenstraße, 15",8020,508,16.48,2,1,7.40%,17,2
3799,Veggie+,"Volksgartenstraße, 24",8020,102,16.6,0,1,7.20%,341,2
3825,Pizzeria Azzurro,"Körösistraße, 200",8010,115,20.76,0,1,13.50%,51,2
4061,Diola by Casa Mia,"Herrgottwiesgasse, 97",8020,101,20.18,2,1,4.00%,34,2
4131,Bellagio Uni4tel,"Elisabethstraße, 19",8010,378,23.35,2,1,5.80%,16,2
4327,Happy Burger,"Reininghausstraße, 50",8020,451,23.11,1,1,5.90%,21,2
4349,X-D & Wok,"Griesplatz, 36v/2",8020,64,19.98,0,1,6.80%,513,2
4400,Big Kebap Pizza & Burger,"Kärntner Straße, 153",8053,591,17.37,8,1,5.60%,9,2
4402,Toscana Pizza Kebap Haus,"Kärntner Straße, 416",8054,202,14.77,1,1,6.80%,18,2
4434,Pizza Maxxx,"Andritzer Reichsstraße, 28",8045,363,23.22,4,1,7.70%,18,2
4489,Waltendorfer Kebap Pizza,"Plüddemanngasse, 49",8010,268,16.75,0,1,6.20%,21,2
4491,Dean & David,"Jakoministraße, 34",8010,752,26.1,0,1,8.20%,19,2
4495,Pizzeria La Perla,"Triester Straße, 478",8055,360,18.39,0,1,8.60%,10,2
4512,Goldener Apfel,"Brockmanngasse, 87",8010,1,,0,0,9.30%,,2
4573,Ristorante Due Amici,"Kernstockgasse, 17",8020,108,18.26,0,1,8.00%,446,2
4621,Pizza Presto - Originale Holzofenpizza,"Peter-Rosegger-Straße, 44",8053,195,22.02,1,1,9.40%,23,2
4641,Pizzeria Ristorante Da Vinci,"Fröhlichgasse, 73",8010,"2,180",21.52,10,1,4.70%,13,2
4651,Pizzeria Volta,"Mandellstraße, 27",8010,634,21.05,1,1,7.60%,10,2
4656,Pizzeria Roma,"Elisabethstraße, 32",8010,918,17.21,9,1,8.60%,15,2
4694,Die grüne Karotte - Vegan & Vegetarisch,"Heinrichstraße, 8",8010,115,18.32,1,1,9.30%,440,2
4760,Me Gusta,"St.-Peter-Hauptstraße, 10",8042,453,22.19,2,1,6.50%,19,2
4770,Euro Pizza Burger & Kebap,"Theodor-Körner-Straße, 40",8010,215,18.84,1,1,5.70%,9,2
4899,Pizza Profi,"Wiener Straße, 212a",8051,430,17.87,3,1,9.30%,14,2
5172,Gössendorfer Haus Pizza Kebap,"Bundesstraße, 274",8041,68,21.55,0,1,7.50%,14,2
5199,Mistyria,"Conrad-von-Hötzendorf-Straße, 115",8010,150,13.51,3,1,7.80%,17,2
5260,Felice,"St.-Peter-Hauptstraße, 119a",8042,0,,0,0,,,2
5270,Pizzeria Alforno,"Steinbergstraße, 14",8052,342,20.61,1,1,4.50%,17,2
5271,Elit Restaurant,"Rösselmühlgasse, 6b",8020,221,12.2,1,1,6.20%,289,2
5292,Transilvania,"Südtiroler Platz, 9",8020,0,,0,0,,,2
5334,Yong Ramen,"Leonhardstraße, 31",8010,0,,0,0,10.10%,,2
5335,Zu den 3 goldenen Kugeln,"Lazarettgürtel, 55",8020,22,25.19,0,1,4.80%,641,2
5342,Kolbe - Persisches Grillhaus,"Keplerstraße, 102",8020,67,22.82,0,1,15.00%,18,2
5379,Burger King,"Jakominiplatz, 16",8010,309,24.3,1,1,5.40%,10,2
5388,LIU - authentisch asiatische Küche,"Sporgasse, 11",8010,417,27.16,2,1,8.40%,484,2
5394,Burger King,"Puntigamer Straße, 141",8055,132,25.71,3,1,6.00%,21,2
5400,Burger King,"Jakominiplatz, 16",8010,849,22.03,5,1,3.60%,565,2
5406,Das Maxxx,"Andritzer Reichsstraße, 28",8045,133,26.9,0,1,10.40%,17,2
5428,Pizzeria Santa Catharina,"Sporgasse, 32",8010,3,19.05,0,0,13.40%,513,2
5432,My Kentt Pizzzza Kebap,"Kärntner Straße, 329",8054,201,19.56,2,1,9.30%,13,2
5460,NORDSEE - Herrengasse,"Herrengasse, 5",8010,30,22.29,0,1,4.20%,390,2
5475,Babe - Asian Noodle House,"Zinzendorfgasse, 18",8010,112,14.91,0,1,9.30%,517,2
5478,Cevabdzinica Hodzic - Balkan Spezialitäten,"Georgigasse, 36",8020,0,,0,0,10.60%,,2
5482,Cafe ABOL - äthiopische Küche ,"Schönaugasse, 16",8010,49,22.04,0,1,9.70%,517,2
5520,Restaurant Hendl-Eck,"Grabenstraße, 12",8010,474,21.49,1,1,3.60%,347,2
5590,Tasty Donuts,"Jakominiplatz, 16/top 5",8010,20,13.94,0,1,6.50%,575,2
5622,Zu den 3 goldenen Kugeln,"Heinrichstraße, 18",8010,341,26.76,3,1,4.80%,417,2
5666,"Lend Kebap, Pizza & Pasta","Lendplatz, 34",8020,329,13.01,2,1,3.10%,409,2
5667,Peppone,"Franziskanerplatz, 11",8010,0,,0,0,17.30%,,2
5674,Asia Today - Asien zum Anbeißen ,"Lazarettgürtel, 55",8020,42,18.48,0,1,11.30%,399,2
5697,Swing Kitchen,"Kaiserfeldgasse, 3",8010,"1,913",23.7,2,1,6.50%,405,2
5703,Gösser Stüberl,"Steyrergasse, 1",8010,354,27.02,2,1,4.50%,17,2
5734,Than Thai Imbiss,"Schönaugasse, 16/1",8010,54,20.89,1,1,4.70%,464,2
5740,Merano's Burgers & More,"Elisabethstraße, 37",8010,69,24.23,0,1,,614,2
5741,NAM Vietnamese Street Food,"Jakominiplatz, stand 22",8010,212,22.08,2,1,6.90%,523,2
5745,Best Food Grill 7,"Wiener Straße, 253",8051,153,22.56,1,1,6.20%,11,2
5752,Draxler Geflügel,"Jakominiplatz, 13",8010,119,15.73,0,1,3.60%,430,2
5759,Murphy's Sports Bar,"Beethovenstraße, 9a",8010,0,,0,0,,,2
5798,Zu den 3 goldenen Kugeln,"Bahnhofgürtel, 89",8020,124,26.77,0,1,4.40%,404,2
5805,Granola - the American Way of Life,"Bahnhofgürtel, 89",8020,154,30.88,2,1,9.50%,407,2
5810,Burgerista,"Radetzkystraße, 1",8010,682,23.47,2,1,7.40%,478,2
5819,McDonald's,"Jakominiplatz, 18",8010,"2,038",21.85,9,1,3.60%,640,2
5820,McDonald's,"Plüddemanngasse, 62",8010,977,22.79,7,1,6.00%,730,2
5821,McDonald's,"Lauzilgasse, 31",8020,458,23.69,3,1,5.00%,905,2
5823,McDonald's,"Europaplatz, 4",8020,"1,023",21.88,2,1,3.90%,629,2
5875,Burger Eck,"Jakominiplatz, marktstand 12",8010,38,19.74,1,1,7.80%,546,2
5910,OTA Restaurant,"Keesgasse, 5",8010,24,30.16,0,1,14.00%,14,2
5921,Peri-Peri Chicken & Burger,"Körösistraße, 200",8010,241,18.61,3,1,9.60%,25,2
5922,Meet me there - Afrikanische Spezialitäten,"Griesgasse, 50",8020,11,18.5,0,0,9.40%,283,2
5958,Beste Freunde - Burgergrill,"Herrgottwiesgasse, 97",8020,953,20.52,8,1,9.50%,16,2
5961,Paradiso,"Sackstraße, 13",8010,0,,0,0,,,2
5964,Burger King,"Riesstraße, 22",8010,116,28.11,2,1,7.50%,14,2
6011,The Italian,"Europaplatz, 12",8020,131,22.15,0,1,,433,2
6030,Akakiko,"Sparkassenplatz, 2",8010,405,31.57,1,1,10.50%,600,2
6034,L'Osteria,"Mehlplatz, 1",8010,840,25.97,5,1,10.10%,264,2
6037,Best Food Grill 5,"Münzgrabenstraße, 112",8010,72,23.8,0,1,3.90%,15,2
6081,Emy's Pizza & Kebap,"Paulustorgasse, 3",8010,14,12.43,0,1,2.50%,559,2
6094,Pizzeria Pisa,"Griesplatz, 14",8020,116,17.29,1,1,10.20%,16,2
6100,Captains Pizzeria - Das Original,"Triester Straße, 451",8055,193,22.62,0,1,6.00%,15,2
6159,Mando,"Liebenauer Hauptstraße, 20a",8041,0,,0,0,7.50%,,2
6173,Cook Moon,"Franziskanerplatz, stand 16",8010,0,,0,0,,,2
6412,Restaurant Liebenauer Hof,"Kasernstraße, 60",8010,0,,0,0,,,2
6414,KFC,"Lazarettgürtel, 55",8020,"1,057",16.68,10,1,4.60%,300,2
6418,Best Food Grill 1,"Keplerstraße, 116",8020,98,20.19,0,1,6.50%,11,2
6433,Subway,"Europaplatz, 2-9",8020,181,18.31,1,1,2.60%,506,2
6525,Östa Konditorei und Cafe,"Annenstraße, 64",8020,0,,0,0,,,2
6591,Ankara Grillhaus,"Girardigasse, 12",8010,191,12.93,4,1,3.80%,518,2
6594,Vapiano,"Sparkassenplatz, 4",8010,267,27.52,3,1,14.20%,454,2
6597,Eiscafe Roma,"Hans-Sachs-Gasse, 6",8010,19,17.08,0,1,5.40%,840,2
6598,Adelphia,"Sporgasse, 16",8010,69,14.4,0,1,7.10%,512,2
6599,Moserhofstub'n,"Moserhofgasse, 1-4",8010,3,,0,0,2.40%,,2
6646,Subway,"Jakominiplatz, 17",8010,91,18.45,0,1,3.40%,610,2
6753,Mumbai Cuisine,"Stremayrgasse, 6",8010,10,21.01,0,0,,563,2
6777,L'Enoteca Dei Ciclopi,"Sackstraße, 14",8010,0,,0,0,,,2
6778,Halici - Cafe Kebaphaus,"Volksgartenstraße, 2",8020,52,10.9,0,1,2.70%,422,2
6779,So \ So,"Heinrichstraße, 29",8010,6,18.77,0,1,6.90%,373,2
6780,Bier Baron,"Heinrichstraße, 56",8010,144,13.69,0,1,5.80%,463,2
6813,Zeppelin,"Goethestraße, 21",8010,158,15.56,0,1,6.30%,423,2
6814,Continuum,"Sporgasse, 29",8010,64,15.7,2,1,8.70%,449,2
6820,Isaan Thai Restaurant,"Klosterwiesgasse, 13/eg",8010,131,25.08,0,1,10.90%,503,2
6830,Venezia Star,"Kärntner Straße, 30",8020,8,16.09,0,1,6.40%,334,2
6841,Konoba Kroatien,"Enge Gasse, 1",8010,8,18.74,0,1,5.00%,380,2
6946,McDonald's,"Weiberfelderweg, 2",8054,903,23.81,7,1,5.80%,501,2
6955,Confiserie Heindl,"Herrengasse, 26",8010,8,32.23,0,0,15.40%,633,2
6958,China Restaurant Szechuan,"Payer-Weyprecht-Straße, 46",8020,38,28.08,1,1,14.30%,511,2
6975,Zu den 3 goldenen Kugeln,"Ostbahnstraße, 3",8041,10,28.3,0,1,12.50%,877,2
6976,Zu den 3 goldenen Kugeln,"Weblinger Gürtel, 25",8055,5,36.3,0,0,,"2,545",2
6977,Zu den 3 goldenen Kugeln,"Shopping City Seiersberg, 1/9",8055,13,35.15,0,0,17.80%,329,2
6978,Granola - the American Way of Life,"Weblinger Gürtel, 25",8054,13,32.45,0,0,20.70%,96,2
6985,Granola - the American Way of Life,"Shopping City Seiersberg, 1/9",8055,7,33.27,0,0,24.00%,404,2
6986,Neu Nagoja,"Kärntner Straße, 388",8054,0,,0,0,,,2
6997,Rosamunde Grill,"Liebenauer Hauptstraße, 128",8041,67,19.6,0,1,8.60%,21,2
7003,Nahed's Küche,"Griesplatz, 4",8020,11,14.03,0,0,4.80%,145,2
7009,Chin Chin Asian Specials,"Gleisdorfer Gasse, 1",8010,727,25.9,0,1,9.00%,14,2
7036,Brau 32,"Leonhardstraße, 32",8010,11,24.87,0,1,5.80%,447,2
7052,YA HABIBI - marokkanische Küche,"Jakoministraße, 13a",8010,0,,0,0,,,2
7061,Ralf's Come In,"Neuholdaugasse, 19",8010,0,,0,0,,,2
7071,Crazy Dogs,"Shopping City Seiersberg, 9",8055,9,24.84,0,0,9.30%,271,2
7096,Cooking Wu,"Straßganger Straße, 207",8052,27,27.82,0,1,8.40%,361,2
7117,Dionysos,"Prokopigasse, 1",8010,0,,0,0,7.40%,,2
7118,Das O,"Neue Stiftingtalstraße, 2",8010,0,,0,0,,,2
7151,Area 5,"Jakominiplatz, 12",8010,0,,0,0,5.50%,,2
7187,Subway,"Kärntner Straße, 30",8020,0,,0,0,4.80%,,2
7200,Subway,"Triester Straße, 360",8055,73,19.67,0,1,8.90%,265,2
7204,EYE Aseda Ghana & Asia Kitchen ,"Griesgasse, 50",8020,4,17.5,0,0,,37,2
7211,Ugarit,"Annenstraße, 16",8020,0,,0,0,,,2
7264,Tasty Donuts,"Shopping City Seiersberg, 1-9",8055,0,,0,0,,,2
7297,Mr. Falafel ,"Heinrichstraße, 21",8010,39,14.96,1,1,12.50%,18,2
7305,Campusbeißl,"Leechgasse, 29",8010,12,14.19,0,0,3.90%,571,2
7357,Ferdls Restaurant,"Erzherzog Johann-Straße, 84",8054,19,30.31,0,1,7.00%,409,2
7358,Best Food Grill 4,"Annenstraße, 16",8020,25,14.76,0,1,2.30%,440,2
7359,Pho You,"Münzgrabenstraße, 36/4",8010,2,,0,0,23.10%,,2
7380,Pizza Galerie,"Kasernstraße, 1",8010,185,20.35,1,1,7.20%,16,2
7384,Pyramidana,"Alleegasse, 16",8054,58,22.11,0,1,13.20%,25,2
7409,Torino Burger Pizza Kebap,"Steyrergasse, 37",8010,35,10.51,0,1,5.30%,550,2
7462,Don Camillo Murpark,"Ostbahnstraße, 3",8041,41,23.34,0,1,15.00%,"1,051",2
7469,Mur Kebap & Pizzeria,"Leonhardstraße, 93",8010,62,10.62,1,1,6.40%,563,2
7510,Uhrturmbäckerei,"Herrengasse, 23",8010,0,,0,0,,,2
7518,Geidorfstand'l,"Geidorfplatz, 5",8010,2,8.75,0,0,2.50%,398,2
7524,Best Food Grill 6,"Tummelplatz, 3",8010,0,,0,0,2.60%,,2
7535,Himalaya Masala,"Grazbachgasse, 35",8010,109,31.1,0,1,9.10%,207,2
7537,Humuhumu Poke Bar,"Enge Gasse, 4",8010,112,24.05,0,1,10.10%,648,2
7538,Zushi Market,"Shopping City Seiersberg, 3, top 1/1/6b + 6c",8055,0,,0,0,,,2
7542,Chin Chin Asian Special,"Puchstraße, 47",8020,"1,026",27.36,1,1,9.10%,12,2
7545,Mamacita - California Burritos,"Kasernstraße, 1",8010,"1,067",23.01,10,1,10.30%,18,2
7547,Captain's Riff,"Münzgrabenstraße, 129a",8010,35,15.71,0,1,5.60%,314,2
7549,Gaisberg Stubn,"Gaisbergweg, 7",8020,74,26.79,0,1,10.10%,460,2
7561,Horosh,"Plüddemanngasse, 15",8010,12,11.72,0,1,7.80%,283,2
7576,Pizzeria Nero & Kebap,"Algersdorfer Straße, 46",8020,21,9.59,0,0,5.20%,333,2
7645,BraSilva Brasilianisches Restaurant,"Kalvariengürtel, 45",8020,0,,0,0,5.00%,,2
7646,Pizzeria Don Daniele,"Puchstraße, 21",8020,343,21.72,1,1,9.10%,11,2
7670,Sultan Pizza Kebap,"Eggenberger Gürtel, 20",8020,76,14.6,1,1,10.00%,29,2
7694,MC Döner,"Eggenberger Straße, 46",8020,68,11.79,0,1,3.70%,218,2
7702,Pierogi,"Neutorgasse, 28",8010,9,25.06,0,0,5.90%,425,2
7703,Indisches Restaurant Ganesha,"Pestalozzistraße, 6",8010,57,26.5,1,0,13.20%,545,2
7720,Café-Bar Tick-Tack,"Maygasse, 12",8010,122,19.9,0,1,2.30%,347,2
7725,Babo Chicken,"Sparkassenplatz, 2",8010,114,24.77,1,1,5.90%,514,2
7780,Propeller,"Zinzendorfgasse, 17",8010,115,17.05,1,1,4.70%,514,2
7781,Restaurant Brandhof,"Gleisdorfer Gasse, 10",8010,83,20.2,0,1,,477,2
7810,Santa Lucia,"Stockergasse, 10",8020,0,,0,0,7.40%,,2
7812,Zu den 3 goldenen Kugeln,"Riesplatz, 1",8010,23,51.65,0,1,,20,2
7953,Die goldene Banane,"Brockmanngasse, 89",8010,0,,0,0,9.90%,,2
7963,Sägewerk Klassik,"Schlögelgasse, 1",8010,160,16.39,1,1,6.90%,485,2
7977,Café Erde,"Andreas-Hofer-Platz, 3",8010,180,18.04,0,1,6.00%,301,2
7983,Akdag Döner Kebap,"Keplerstraße, 32",8020,98,10.62,2,1,2.10%,361,2
7989,Rosamunde Grill,"Heinrichstraße, 17",8010,82,15.75,3,1,6.70%,17,2
7990,Burgerland,"Conrad-von-Hötzendorf-Straße, 42",8010,370,22.7,1,1,7.40%,17,2
7992,Rosamunde Grill,"Leonhardstraße, 42",8010,313,16.69,2,1,10.10%,29,2
7998,LIKE PIZZA KEBAP BURGER,"Rudersdorfer Straße, 65a",8055,29,14.05,1,1,7.40%,17,2
8030,Ali mit Alles,"Heinrichstraße, 29",8010,184,12.24,1,1,4.80%,389,2
8032,Arena Grill & Fast Food,"Griesplatz, 28",8020,66,19.06,1,1,5.30%,373,2
8035,Nangfha Cafe Thai Style,"Conrad-von-Hötzendorf-Straße, 20",8010,18,17.32,0,1,6.80%,402,2
8036,Zur Steirerstub'n,"Lendplatz, 8",8020,42,24.26,0,1,13.50%,243,2
8037,Heinz,"Liebenauer Hauptstraße, 2-6",8041,171,25.97,1,1,8.80%,13,2
8060,Wilding - Fett Essen,"Dietrichsteinplatz, 1",8010,494,17.95,2,1,4.40%,524,2
8085,Kostes,"Stiftingtalstraße, 3-7",8010,27,22.38,0,0,11.80%,491,2
8096,Cofeba,"Goethestraße, 42",8010,0,,0,0,,,2
8099,Gösser Bräu,"Neutorgasse, 48",8010,11,24.37,0,1,3.20%,267,2
8104,Al Pomodoro,"Heinrichstraße, 45",8010,62,22.46,0,1,10.50%,311,2
8105,Jodl - Süßigkeiten & Getränke,"Hauptplatz, stand 1",8010,7,25.5,0,0,,365,2
8109,Sägewerk Sport,"Hüttenbrennergasse, 31",8010,106,16.62,1,1,6.70%,389,2
8110,Posaune,"Zinzendorfgasse, 34",8010,0,,0,0,9.10%,,2
8175,WILDING IM HOF - FETT ESSEN,"Elisabethstraße, 30",8010,358,17.24,0,1,5.50%,466,2
8176,Casa Costiera - Cucina di mare & Pizzeria,"Schmiedgasse, 36",8010,142,22.96,1,1,14.90%,538,2
8262,Restaurant Demiri,"Lendplatz, 4",8020,32,14.76,1,1,5.60%,380,2
8285,Restaurant La Done,"Puchstraße, 47",8020,67,22.08,1,1,,31,2
8370,Parks Art,"Griesgasse, 7",8020,0,,0,0,2.40%,,2
8373,Esserei - Pasteria,"Lagergasse, 351",8055,0,,0,0,,,2
8374,Parks,"Zinzendorfgasse, 4",8010,86,17.77,1,1,3.20%,467,2
8386,Pi Pa Po,"Brauquartier, 7 - 9",8055,80,24.52,0,1,17.90%,366,2
8387,Onkel Donald Döner und Pizza,"Alte Poststraße, 148",8020,42,19.41,0,1,7.40%,12,2
8407,Bar28,"Gartengasse, 28",8010,43,19.21,1,1,9.10%,463,2
8414,China Restaurant - Spezielle Gerichte,"Shopping City Seiersberg, 5/2/2/24",8055,24,18.52,3,1,6.50%,111,2
8437,The Churchill Bar,"Heinrichstraße, 21",8010,0,,0,0,,,2
8438,Der Eissalon,"Straßganger Straße, 205",8052,0,,0,0,7.90%,,2
8441,PRIK THAI,"Steyrergasse, 46",8010,90,27.23,1,1,11.00%,501,2
8445,Streets,"Waagner-Biro-Straße, 109",8020,0,,0,0,,,2
8487,Food Choice,"Münzgrabenstraße, 36",8010,0,,0,0,0.00%,,2
8488,Panda Asia,"Reitschulgasse, 8",8010,79,25.34,2,1,13.30%,492,2
8502,Römerstube,"Liebenauer Hauptstraße, 103",8041,0,,0,0,11.60%,,2
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,62,17.12,0,1,7.80%,578,2
8639,Sushi & Co.,"Moserhofgasse, 46",8010,151,27.51,0,1,9.30%,459,2
8649,MoMo's Ristorante,"Wiener Straße, 182",8051,405,21.29,2,1,11.10%,16,2
8650,Osaka,"Volksgartenstraße, 5",8020,129,29.64,1,1,10.50%,475,2
8659,OMV - VIVA Shop,"Straßganger Straße, 436",8054,33,19.37,0,1,3.90%,455,2
8677,Tonkin,"Hilmteichstraße, 1",8010,3,43.1,0,0,25.00%,292,2
8678,Barabar - Bar & Restaurant,"Ziehrerstraße, 68",8041,0,,0,0,10.70%,,2
8681,Gasthaus zum weißen Kreuz,"Heinrichstraße, 67",8010,18,22.14,0,1,8.30%,584,2
8778,Ritterwirt,"Schönaugasse, 11",8010,62,21.51,0,1,2.80%,536,2
8795,Koshari Time,"Schönaugasse, 3",8010,71,14.12,0,1,10.00%,604,2
8796,Reselstube,"Hans-Resel-Gasse, 11",8020,0,,0,0,2.00%,,2
8797,La Pizza ,"Koschatgasse, 35",8020,9,15.67,0,1,13.30%,559,2
8798,Europa Pizza Kebap ,"Annenstraße, 68",8020,36,9.28,0,1,9.40%,542,2
8800,Arena Grill & Fast Food ,"Kasernstraße, 99",8041,11,19.12,2,1,9.90%,730,2
8845,Pizzeria Bulut,"Brunnenfeldstraße, 1",8055,67,20.04,0,1,10.80%,13,2
8846,Come a Casa,"Kärntner Straße, 501",8054,85,20.6,0,1,13.10%,21,2
8857,Gasthof s'Reindl,"Markusgasse, 3",8055,4,38.48,0,1,10.30%,281,2
8871,Momiji,"Elisabethstraße, 17",8010,88,29,0,1,14.90%,495,2
8917,Loana Cakeaway,"Sporgasse, 26",8010,3,19.9,0,0,,322,2
8957,Ossi´s Pizza & Burger,"Weinzöttlstraße, 3b",8045,2,,0,0,18.50%,,2
8986,Asia Restaurant,"Alte Poststraße, 470",8055,74,24.34,1,1,,390,2
8988,Omoka ,"Keplerstraße, 12",8020,26,20.73,1,1,,296,2
9009,DIE 3 F Sweet Point,"Südtiroler Platz, 9 tür 66",8020,156,14.36,3,1,,473,2
9013,Comida,"Alte Poststraße, 470",8055,0,,0,0,,,2
9055,Gebraten & Gebacken,"Bahnhofstraße, 2",8054,0,,0,0,,,2
9057,Molly Malone ,"Färbergasse, 15",8010,0,,0,0,20.00%,,2
9087,Burgerista,"Shopping City Seiersberg, 9/6/1/18",8055,40,27.13,0,1,,445,2
9106,Aegaeis,"Lagergasse, 126",8020,1,14.4,0,0,,155,2
9184,Café Pizzeria Rimini,"Peter-Tunner-Gasse, 45",8020,29,13.54,0,0,,536,2
9210,PEP Deli vom Land,"Alte Poststraße, 152",8020,13,22.65,0,1,,284,2
9228,bp - MERKUR inside,"Münzgrabenstraße, 121",8010,175,22.78,1,1,,626,2
9320,Falafel Joe ,"Färbergasse, 2",8010,110,11.08,1,1,,520,2
9343,Bellys 2,"Dreihackengasse, 42",8020,15,10.43,0,0,,243,2
9344,Cheesus Burger,"St.-Peter-Hauptstraße, 119a",8042,481,23.17,2,1,,19,2
9387,Landhaus Ruckerlberg,"Rudolfstraße, 59",8010,17,26.24,0,1,,514,2
9432,Jackson's Fried Chicken - Gries,"Herrgottwiesgasse, 97",8020,454,23.17,11,1,,20,2
9455,Café Mitte,"Freiheitsplatz, 2",8010,175,23.47,0,1,,443,2
9487,Stella Pizzeria & Kebap House,"Schererstraße, 5",8052,76,19.79,0,1,,20,2
9492,Café Phönix,"Münzgrabenstraße, 103",8010,3,14.57,0,0,,930,2
9515,Kabashi's,"Alte Maut-Gasse, 10",8054,39,28.3,0,1,,40,2
9518,Wing it! - Innere Stadt,"Schönaugasse, 11",8010,102,17.48,0,1,,494,2
9548,taste&soul powered by eatclever Graz,"Schumanngasse, 4",8010,4,22.47,0,0,,13,2
9554,Mi Casa,"Mariahilfer Straße, 24",8020,80,17.91,3,1,,363,2
9560,Unicafe Graz,"Heinrichstraße, 36",8010,6,12.32,0,0,,401,2
9561,Shell - Shop und Bistro,"Reininghausstraße, 63",8020,21,28.08,0,1,,664,2
9610,NORDSEE - SC Seiersberg,"Shopping City Seiersberg, 3 top 1/1/1",8055,7,21.93,0,0,,168,2
9633,Zimt - Persisches Restaurant,"Jakoministraße, 19",8010,21,24.66,0,0,,395,2
9644,Pastaria,"Zinzendorfgasse, 32",8010,0,,0,0,,,2
9671,Noodle King,"Triester Straße, 367-371",8055,0,,0,0,,,2
9703,Trattoria Sole,"Petersgasse, 116",8010,0,,0,0,,,2
9716,Empanada Story,"Mariahilferstraße, 24",8020,0,,0,0,,,2
9801,Jackson's Fried Chicken - Geidorf,"Zinzendorfgasse, 18",8010,0,,0,0,,,2
9804,Wing it! - Lend,"Wiener Straße, 182",8051,0,,0,0,,,2
9813,Holy Chicken- Heavenly Fried Chicken,"Andritzer Reichsstraße, 28",8045,0,,0,0,,,2
9817,Gangnam Kitchen - Korean Fried Chicken,"Zinzendorfgasse, 10",8010,0,,0,0,,,2
